"","Domain","Elevation","Year","Pop","Pop2","Indv","Weight","SVL","n","Temperature"
"820","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6",2.74,29.93,"Temp3",18.3
"821","Red",1403,2018,"Palmas","Palm18","Palmas_1",1.16,24.2,"Temp3",19.2
"822","Red",1367,2018,"Palmas","Palm18","Palmas_2",1.71,24.8,"Temp3",22.3
"823","Red",1363,2018,"Palmas","Palm18","Palmas_3",1.43,23.6,"Temp3",21.9
"824","Red",1402,2018,"Palmas","Palm18","Palmas_4",1.51,24,"Temp3",20.8
"825","Red",1390,2018,"Palmas","Palm18","Palmas_5",1.52,25,"Temp3",22.4
"826","Red",1358,2018,"Palmas","Palm18","Palmas_6",1.51,25.7,"Temp3",21.4
"827","Red",1392,2018,"Palmas","Palm18","Palmas_7",1.53,24.8,"Temp3",20.8
"828","Red",1393,2018,"Palmas","Palm18","Palmas_8",1.49,27.3,"Temp3",22.8
"829","Red",1352,2018,"Palmas","Palm18","Palmas_9",1.65,24.9,"Temp3",22
"830","Red",1360,2018,"Palmas","Palm18","Palmas_10",1.23,22.8,"Temp3",21.8
"831","Red",1389,2018,"Palmas","Palm18","Palmas_11",1.5,23.3,"Temp3",19.6
"832","Red",1514,2018,"LagLon","LagLon18","LagLon_1",1.23,23.1,"Temp3",24
"833","Red",1468,2018,"LagLon","LagLon18","LagLon_2",1.31,23.8,"Temp3",19.9
"834","Red",1456,2018,"LagLon","LagLon18","LagLon_3",1.36,24.7,"Temp3",20.4
"835","Red",1433,2018,"LagLon","LagLon18","LagLon_4",1.44,24.8,"Temp3",20.4
"836","Red",1524,2018,"LagLon","LagLon18","LagLon_5",1.46,25.3,"Temp3",23
"837","Red",1492,2018,"LagLon","LagLon18","LagLon_6",1.59,25.9,"Temp3",21.2
"838","Red",1457,2018,"LagLon","LagLon18","LagLon_7",1.6,25,"Temp3",22.7
"839","Red",1454,2018,"LagLon","LagLon18","LagLon_8",1.63,24.1,"Temp3",21.4
"840","Red",1479,2018,"LagLon","LagLon18","LagLon_9",1.65,25.2,"Temp3",21.7
"841","Red",1490,2018,"LagLon","LagLon18","LagLon_10",1.86,27.9,"Temp3",21.6
"842","Red",1523,2018,"LagLon","LagLon18","LagLon_11",1.86,25.8,"Temp3",22.4
"843","Red",1518,2018,"LagLon","LagLon18","LagLon_12",1.91,27.8,"Temp3",21.6
"844","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1",1.95,24.19,"Temp3",21.8
"845","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2",1.3,19.6,"Temp3",21.5
"846","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3",0.95,17.47,"Temp3",18.2
"847","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4",1,18.59,"Temp3",21.8
"848","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5",1.55,20.46,"Temp3",20.6
"849","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6",1.1,19.01,"Temp3",21.6
"850","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7",1.1,19.36,"Temp3",22.4
"851","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8",1.2,18.64,"Temp3",19.8
"852","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9",1.1,17.95,"Temp3",16.5
"853","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10",1.1,18.75,"Temp3",20.8
"854","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11",1.2,19.39,"Temp3",20.9
"855","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp2",24.7
"856","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp2",25.6
"857","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp2",18.2
"858","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp2",18.2
"859","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp3",22.7
"860","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp3",26.3
"861","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3",0.7,19.1,"Temp3",24.8
"862","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp3",23.5
"863","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp3",26
"864","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp3",26
"865","Green",826,2018,"NvaLib","NvaLib18","NvaLib_1",NA,23.73,"Temp4",21.8
"866","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2",NA,30.61,"Temp4",23.3
"867","Green",727,2018,"NvaLib","NvaLib18","NvaLib_3",NA,25.18,"Temp4",24.5
"868","Green",835,2018,"NvaLib","NvaLib18","NvaLib_4",NA,23.34,"Temp4",22.5
"869","Green",828,2018,"NvaLib","NvaLib18","NvaLib_5",NA,23.49,"Temp4",25.9
"870","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6",NA,22.23,"Temp4",25.6
"871","Green",828,2018,"NvaLib","NvaLib18","NvaLib_7",NA,22.67,"Temp4",22
"872","Green",828,2018,"NvaLib","NvaLib18","NvaLib_8",NA,24.82,"Temp4",25.2
"873","Green",846,2018,"NvaLib","NvaLib18","NvaLib_9",NA,22.95,"Temp4",23.5
"874","Green",824,2018,"NvaLib","NvaLib18","NvaLib_10",NA,24.5,"Temp4",25
"875","Orange",700,2018,"Palestina","Pales18","Pal_1",1.2,24.01,"Temp4",21.9
"876","Orange",751,2018,"Palestina","Pales18","Pal_2",1.17,23.2,"Temp4",21.6
"877","Orange",746,2018,"Palestina","Pales18","Pal_3",0.97,23.14,"Temp4",24.6
"878","Orange",736,2018,"Palestina","Pales18","Pal_4",1.5,25.99,"Temp4",22
"879","Orange",733,2018,"Palestina","Pales18","Pal_5",1.31,23.69,"Temp4",23.5
"880","Orange",722,2018,"Palestina","Pales18","Pal_6",1.13,20.76,"Temp4",22.9
"881","Orange",728,2018,"Palestina","Pales18","Pal_7",1.6,26.43,"Temp4",22.9
"882","Orange",751,2018,"Palestina","Pales18","Pal_8",1.02,22.68,"Temp4",20.9
"883","Orange",752,2018,"Palestina","Pales18","Pal_9",1.24,24.25,"Temp4",23.2
"884","Orange",750,2018,"Palestina","Pales18","Pal_10",1.21,23.82,"Temp4",24.3
"885","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_1",0.95,22.81,"Temp4",18.5
"886","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_2",1.49,24.49,"Temp4",20.3
"887","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_3",1.36,24.41,"Temp4",19.2
"888","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_4",1.11,23.63,"Temp4",19.1
"889","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_5",1.18,24.43,"Temp4",NA
"890","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_6",1.27,24.08,"Temp4",20.8
"891","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_7",1.32,24.9,"Temp4",19.2
"892","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_8",1.29,22.86,"Temp4",18.5
"893","Orange",854,2018,"SalUrb","SalUrb18","SalUrb_9",1.51,25.48,"Temp4",21
"894","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_10",1.27,23.37,"Temp4",18.3
"895","Yellow",1135,2018,"NBI","NBI18","NBravo_1",1.31,24.6,"Temp4",19.8
"896","Yellow",1087,2018,"NBI","NBI18","NBravo_2",1.14,24,"Temp4",20.8
"897","Yellow",1083,2018,"NBI","NBI18","NBravo_3",1.18,25.2,"Temp4",20.3
"898","Yellow",1144,2018,"NBI","NBI18","NBravo_4",1.12,22.4,"Temp4",20.9
"899","Yellow",1147,2018,"NBI","NBI18","NBravo_5",1.37,24.5,"Temp4",17.3
"900","Yellow",1193,2018,"NBI","NBI18","NBravo_6",1.22,22.8,"Temp4",18.8
"901","Yellow",1122,2018,"NBI","NBI18","NBravo_7",1.34,25.7,"Temp4",21.2
"902","Yellow",1130,2018,"NBI","NBI18","NBravo_8",1.36,25.4,"Temp4",21.2
"903","Yellow",1063,2018,"NBI","NBI18","NBravo_9",1.29,23.8,"Temp4",22.2
"904","Yellow",1127,2018,"NBI","NBI18","NBravo_10",1.56,27.4,"Temp4",20.3
"905","Yellow",1151,2018,"NBI","NBI18","NBravo_11",1.46,26,"Temp4",20.7
"906","Yellow",1199,2018,"NBI","NBI18","NBravo_12",1.94,27.69,"Temp4",19.9
"907","Yellow",1295,2018,"CINLib","CINLib18","CINvLib1",1.37,25.49,"Temp4",22.1
"908","Yellow",1291,2018,"CINLib","CINLib18","CINvLib2",1.03,22.64,"Temp4",24.6
"909","Yellow",1282,2018,"CINLib","CINLib18","CINvLib3",1.12,25.13,"Temp4",23
"910","Yellow",1268,2018,"CINLib","CINLib18","CINvLib4",1.05,24.67,"Temp4",26.7
"911","Yellow",1253,2018,"CINLib","CINLib18","CINvLib5",1.05,24.74,"Temp4",19.8
"912","Yellow",1201,2018,"CINLib","CINLib18","CINvLib6",1.13,25.53,"Temp4",22.9
"913","Yellow",1182,2018,"CINLib","CINLib18","CINvLib7",0.96,24.37,"Temp4",23.8
"914","Yellow",1155,2018,"CINLib","CINLib18","CINvLib8",0.84,23.05,"Temp4",23.5
"915","Yellow",1130,2018,"CINLib","CINLib18","CINvLib9",1.22,24.91,"Temp4",25.3
"916","Yellow",1125,2018,"CINLib","CINLib18","CINvLib10",0.69,22.25,"Temp4",23.9
"917","Yellow",1086,2018,"CINLib","CINLib18","CINvLib11",1.28,25.67,"Temp4",24.6
"918","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1",1.61,25.31,"Temp4",20.5
"919","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2",1.13,22.71,"Temp4",20.8
"920","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3",1.74,25.92,"Temp4",19.8
"921","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4",0.54,18.6,"Temp4",20.2
"922","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5",0.6,17.89,"Temp4",19.3
"923","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6",2.74,29.93,"Temp4",19.1
"924","Red",1403,2018,"Palmas","Palm18","Palmas_1",1.16,24.2,"Temp4",20.1
"925","Red",1367,2018,"Palmas","Palm18","Palmas_2",1.71,24.8,"Temp4",21.9
"926","Red",1363,2018,"Palmas","Palm18","Palmas_3",1.43,23.6,"Temp4",22
"927","Red",1402,2018,"Palmas","Palm18","Palmas_4",1.51,24,"Temp4",22.7
"928","Red",1390,2018,"Palmas","Palm18","Palmas_5",1.52,25,"Temp4",21.6
"929","Red",1358,2018,"Palmas","Palm18","Palmas_6",1.51,25.7,"Temp4",22.8
"930","Red",1392,2018,"Palmas","Palm18","Palmas_7",1.53,24.8,"Temp4",20.2
"931","Red",1393,2018,"Palmas","Palm18","Palmas_8",1.49,27.3,"Temp4",21.5
"932","Red",1352,2018,"Palmas","Palm18","Palmas_9",1.65,24.9,"Temp4",19.5
"933","Red",1360,2018,"Palmas","Palm18","Palmas_10",1.23,22.8,"Temp4",20.9
"934","Red",1389,2018,"Palmas","Palm18","Palmas_11",1.5,23.3,"Temp4",22.4
"935","Red",1514,2018,"LagLon","LagLon18","LagLon_1",1.23,23.1,"Temp4",22.6
"936","Red",1468,2018,"LagLon","LagLon18","LagLon_2",1.31,23.8,"Temp4",22.2
"937","Red",1456,2018,"LagLon","LagLon18","LagLon_3",1.36,24.7,"Temp4",22.6
"938","Red",1433,2018,"LagLon","LagLon18","LagLon_4",1.44,24.8,"Temp4",22
"939","Red",1524,2018,"LagLon","LagLon18","LagLon_5",1.46,25.3,"Temp4",22.6
"940","Red",1492,2018,"LagLon","LagLon18","LagLon_6",1.59,25.9,"Temp4",19.7
"941","Red",1457,2018,"LagLon","LagLon18","LagLon_7",1.6,25,"Temp4",22.8
"942","Red",1454,2018,"LagLon","LagLon18","LagLon_8",1.63,24.1,"Temp4",19.8
"943","Red",1479,2018,"LagLon","LagLon18","LagLon_9",1.65,25.2,"Temp4",19.8
"944","Red",1490,2018,"LagLon","LagLon18","LagLon_10",1.86,27.9,"Temp4",20.8
"945","Red",1523,2018,"LagLon","LagLon18","LagLon_11",1.86,25.8,"Temp4",21.2
"946","Red",1518,2018,"LagLon","LagLon18","LagLon_12",1.91,27.8,"Temp4",22.6
"947","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1",1.95,24.19,"Temp4",21.3
"948","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2",1.3,19.6,"Temp4",21.8
"949","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3",0.95,17.47,"Temp4",20.5
"950","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4",1,18.59,"Temp4",21.6
"951","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5",1.55,20.46,"Temp4",22.6
"952","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6",1.1,19.01,"Temp4",21.6
"953","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7",1.1,19.36,"Temp4",20.7
"954","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8",1.2,18.64,"Temp4",16.7
"955","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9",1.1,17.95,"Temp4",20.8
"956","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10",1.1,18.75,"Temp4",23
"957","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11",1.2,19.39,"Temp4",20
"958","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp3",25.8
"959","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp3",25.4
"960","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp3",25.7
"961","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp3",25.7
"962","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp3",29.3
"963","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp3",27.3
"964","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp4",24.2
"965","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp4",24.9
"966","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3",0.7,19.1,"Temp4",24
"967","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp4",23.3
"968","Green",826,2018,"NvaLib","NvaLib18","NvaLib_1",NA,23.73,"Temp5",26
"969","Green",842,2018,"NvaLib","NvaLib18","NvaLib_2",NA,30.61,"Temp5",22.8
"970","Green",727,2018,"NvaLib","NvaLib18","NvaLib_3",NA,25.18,"Temp5",22
"971","Green",835,2018,"NvaLib","NvaLib18","NvaLib_4",NA,23.34,"Temp5",26.3
"972","Green",828,2018,"NvaLib","NvaLib18","NvaLib_5",NA,23.49,"Temp5",27.3
"973","Green",825,2018,"NvaLib","NvaLib18","NvaLib_6",NA,22.23,"Temp5",19.6
"974","Green",828,2018,"NvaLib","NvaLib18","NvaLib_7",NA,22.67,"Temp5",24.2
"975","Green",828,2018,"NvaLib","NvaLib18","NvaLib_8",NA,24.82,"Temp5",20.5
"976","Green",846,2018,"NvaLib","NvaLib18","NvaLib_9",NA,22.95,"Temp5",23.8
"977","Green",824,2018,"NvaLib","NvaLib18","NvaLib_10",NA,24.5,"Temp5",26
"978","Orange",700,2018,"Palestina","Pales18","Pal_1",1.2,24.01,"Temp5",20.1
"979","Orange",751,2018,"Palestina","Pales18","Pal_2",1.17,23.2,"Temp5",21.8
"980","Orange",746,2018,"Palestina","Pales18","Pal_3",0.97,23.14,"Temp5",20.8
"981","Orange",736,2018,"Palestina","Pales18","Pal_4",1.5,25.99,"Temp5",21.3
"982","Orange",733,2018,"Palestina","Pales18","Pal_5",1.31,23.69,"Temp5",22.5
"983","Orange",722,2018,"Palestina","Pales18","Pal_6",1.13,20.76,"Temp5",20.9
"984","Orange",728,2018,"Palestina","Pales18","Pal_7",1.6,26.43,"Temp5",21.4
"985","Orange",751,2018,"Palestina","Pales18","Pal_8",1.02,22.68,"Temp5",22.1
"986","Orange",752,2018,"Palestina","Pales18","Pal_9",1.24,24.25,"Temp5",22.6
"987","Orange",750,2018,"Palestina","Pales18","Pal_10",1.21,23.82,"Temp5",20.9
"988","Orange",810,2018,"SalUrb","SalUrb18","SalUrb_1",0.95,22.81,"Temp5",21.6
"989","Orange",815,2018,"SalUrb","SalUrb18","SalUrb_2",1.49,24.49,"Temp5",21.6
"990","Orange",812,2018,"SalUrb","SalUrb18","SalUrb_3",1.36,24.41,"Temp5",NA
"991","Orange",790,2018,"SalUrb","SalUrb18","SalUrb_4",1.11,23.63,"Temp5",21.3
"992","Orange",891,2018,"SalUrb","SalUrb18","SalUrb_5",1.18,24.43,"Temp5",NA
"993","Orange",874,2018,"SalUrb","SalUrb18","SalUrb_6",1.27,24.08,"Temp5",18.5
"994","Orange",883,2018,"SalUrb","SalUrb18","SalUrb_7",1.32,24.9,"Temp5",21.2
"995","Orange",804,2018,"SalUrb","SalUrb18","SalUrb_8",1.29,22.86,"Temp5",20.5
"996","Orange",854,2018,"SalUrb","SalUrb18","SalUrb_9",1.51,25.48,"Temp5",20
"997","Orange",786,2018,"SalUrb","SalUrb18","SalUrb_10",1.27,23.37,"Temp5",19.5
"998","Yellow",1135,2018,"NBI","NBI18","NBravo_1",1.31,24.6,"Temp5",15.5
"999","Yellow",1087,2018,"NBI","NBI18","NBravo_2",1.14,24,"Temp5",23.8
"1000","Yellow",1083,2018,"NBI","NBI18","NBravo_3",1.18,25.2,"Temp5",18.8
"1001","Yellow",1144,2018,"NBI","NBI18","NBravo_4",1.12,22.4,"Temp5",17.3
"1002","Yellow",1147,2018,"NBI","NBI18","NBravo_5",1.37,24.5,"Temp5",20.9
"1003","Yellow",1193,2018,"NBI","NBI18","NBravo_6",1.22,22.8,"Temp5",21
"1004","Yellow",1122,2018,"NBI","NBI18","NBravo_7",1.34,25.7,"Temp5",21.5
"1005","Yellow",1130,2018,"NBI","NBI18","NBravo_8",1.36,25.4,"Temp5",20
"1006","Yellow",1063,2018,"NBI","NBI18","NBravo_9",1.29,23.8,"Temp5",19.7
"1007","Yellow",1127,2018,"NBI","NBI18","NBravo_10",1.56,27.4,"Temp5",20.4
"1008","Yellow",1151,2018,"NBI","NBI18","NBravo_11",1.46,26,"Temp5",21.1
"1009","Yellow",1199,2018,"NBI","NBI18","NBravo_12",1.94,27.69,"Temp5",20.4
"1010","Yellow",1295,2018,"CINLib","CINLib18","CINvLib1",1.37,25.49,"Temp5",22.3
"1011","Yellow",1291,2018,"CINLib","CINLib18","CINvLib2",1.03,22.64,"Temp5",25
"1012","Yellow",1282,2018,"CINLib","CINLib18","CINvLib3",1.12,25.13,"Temp5",23.3
"1013","Yellow",1268,2018,"CINLib","CINLib18","CINvLib4",1.05,24.67,"Temp5",24
"1014","Yellow",1253,2018,"CINLib","CINLib18","CINvLib5",1.05,24.74,"Temp5",21.6
"1015","Yellow",1201,2018,"CINLib","CINLib18","CINvLib6",1.13,25.53,"Temp5",22.7
"1016","Yellow",1182,2018,"CINLib","CINLib18","CINvLib7",0.96,24.37,"Temp5",23
"1017","Yellow",1155,2018,"CINLib","CINLib18","CINvLib8",0.84,23.05,"Temp5",24.1
"1018","Yellow",1130,2018,"CINLib","CINLib18","CINvLib9",1.22,24.91,"Temp5",23.8
"1019","Yellow",1125,2018,"CINLib","CINLib18","CINvLib10",0.69,22.25,"Temp5",23.7
"1020","Yellow",1086,2018,"CINLib","CINLib18","CINvLib11",1.28,25.67,"Temp5",23.8
"1021","Yellow",1300,2018,"LaLoma","LaLoma18","LaLom_1",1.61,25.31,"Temp5",18.3
"1022","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_2",1.13,22.71,"Temp5",18.9
"1023","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3",1.74,25.92,"Temp5",18.1
"1024","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4",0.54,18.6,"Temp5",20.3
"1025","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5",0.6,17.89,"Temp5",18.3
"1026","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6",2.74,29.93,"Temp5",18.9
"1027","Red",1403,2018,"Palmas","Palm18","Palmas_1",1.16,24.2,"Temp5",20.4
"1028","Red",1367,2018,"Palmas","Palm18","Palmas_2",1.71,24.8,"Temp5",21.2
"1029","Red",1363,2018,"Palmas","Palm18","Palmas_3",1.43,23.6,"Temp5",18.2
"1030","Red",1402,2018,"Palmas","Palm18","Palmas_4",1.51,24,"Temp5",20.6
"1031","Red",1390,2018,"Palmas","Palm18","Palmas_5",1.52,25,"Temp5",16.8
"1032","Red",1358,2018,"Palmas","Palm18","Palmas_6",1.51,25.7,"Temp5",22.7
"1033","Red",1392,2018,"Palmas","Palm18","Palmas_7",1.53,24.8,"Temp5",19.8
"1034","Red",1393,2018,"Palmas","Palm18","Palmas_8",1.49,27.3,"Temp5",21.3
"1035","Red",1352,2018,"Palmas","Palm18","Palmas_9",1.65,24.9,"Temp5",19.6
"1036","Red",1360,2018,"Palmas","Palm18","Palmas_10",1.23,22.8,"Temp5",20.6
"1037","Red",1389,2018,"Palmas","Palm18","Palmas_11",1.5,23.3,"Temp5",22.3
"1038","Red",1514,2018,"LagLon","LagLon18","LagLon_1",1.23,23.1,"Temp5",22.3
"1039","Red",1468,2018,"LagLon","LagLon18","LagLon_2",1.31,23.8,"Temp5",21.9
"1040","Red",1456,2018,"LagLon","LagLon18","LagLon_3",1.36,24.7,"Temp5",20.8
"1041","Red",1433,2018,"LagLon","LagLon18","LagLon_4",1.44,24.8,"Temp5",21.5
"1042","Red",1524,2018,"LagLon","LagLon18","LagLon_5",1.46,25.3,"Temp5",19.9
"1043","Red",1492,2018,"LagLon","LagLon18","LagLon_6",1.59,25.9,"Temp5",20.2
"1044","Red",1457,2018,"LagLon","LagLon18","LagLon_7",1.6,25,"Temp5",19.8
"1045","Red",1454,2018,"LagLon","LagLon18","LagLon_8",1.63,24.1,"Temp5",20.2
"1046","Red",1479,2018,"LagLon","LagLon18","LagLon_9",1.65,25.2,"Temp5",21.5
"1047","Red",1490,2018,"LagLon","LagLon18","LagLon_10",1.86,27.9,"Temp5",20
"1048","Red",1523,2018,"LagLon","LagLon18","LagLon_11",1.86,25.8,"Temp5",22.8
"1049","Red",1518,2018,"LagLon","LagLon18","LagLon_12",1.91,27.8,"Temp5",22.8
"1050","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1",1.95,24.19,"Temp5",20.6
"1051","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2",1.3,19.6,"Temp5",18.9
"1052","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3",0.95,17.47,"Temp5",19.9
"1053","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4",1,18.59,"Temp5",19.9
"1054","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5",1.55,20.46,"Temp5",20.4
"1055","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6",1.1,19.01,"Temp5",20.6
"1056","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7",1.1,19.36,"Temp5",19.7
"1057","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8",1.2,18.64,"Temp5",21.3
"1058","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9",1.1,17.95,"Temp5",20.7
"1059","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10",1.1,18.75,"Temp5",20.1
"1060","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11",1.2,19.39,"Temp5",20
"1061","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp4",25.2
"1062","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp4",24
"1063","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp4",24.8
"1064","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp4",19.2
"1065","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp4",24
"1066","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp4",24.6
"1067","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp4",24.2
"1068","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp4",27.3
"1069","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp5",24.4
"1070","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp5",24
